day_id,open,high,low,close,volume
D1141300,0.31005,0.31083,0.30834,0.3093,1261.1454
D1141315,0.30979,0.30979,0.30808,0.30809,464.0137
D1141330,0.30819,0.3088,0.30697,0.30749,4276.435
D1141345,0.30859,0.3091,0.30774,0.3088,445.6093
D1141400,0.30928,0.31072,0.30824,0.30897,1901.0346
D1141415,0.30853,0.31002,0.30853,0.30939,3460.8747
D1141430,0.30888,0.30888,0.30888,0.30888,10.9839
D1141445,0.30808,0.30886,0.30808,0.30886,134.3701
D1141500,0.30898,0.30915,0.30833,0.3091,1145.5545
D1141515,0.31047,0.311,0.31025,0.31093,122.0199
D1141530,0.31159,0.31266,0.31142,0.31266,947.8721
D1141545,0.31297,0.31358,0.31211,0.31214,5225.8735
D1141600,0.31199,0.31392,0.31185,0.31363,1534.5895
D1141615,0.31376,0.31432,0.31306,0.31326,462.3178
D1141630,0.31324,0.3135,0.31313,0.31313,359.2277
D1141645,0.31322,0.31322,0.31183,0.31218,422.6086
D1141700,0.31156,0.31191,0.311,0.31191,529.357
D1141715,0.31113,0.31113,0.3102,0.31061,553.0303
D1141730,0.31059,0.31173,0.31059,0.31108,799.5603
D1141745,0.31162,0.31241,0.31162,0.31241,62.7992
D1141800,0.31167,0.31172,0.31162,0.31172,74.3746
D1141815,0.31257,0.31266,0.312,0.312,60.5513
D1141830,0.31199,0.31199,0.31199,0.31199,17.2661
D1141845,0.31217,0.3122,0.31183,0.31183,965.103
D1141900,0.31131,0.31131,0.31105,0.31123,1455.4365
D1141915,0.31141,0.31156,0.31134,0.31154,161.6942
D1141930,0.31191,0.31191,0.31191,0.31191,58.0
D1141945,0.31173,0.31206,0.3117,0.31205,14.0405
D1142000,0.31219,0.31225,0.31195,0.31195,1040.9451
D1142015,0.31239,0.31239,0.31094,0.31094,2920.0443
D1142030,0.31083,0.3113,0.31047,0.31125,7043.5549
D1142045,0.31106,0.31109,0.31106,0.31109,115.896
D1142100,0.31035,0.31059,0.30954,0.30954,4216.9796
D1142115,0.3091,0.30974,0.30895,0.30918,5278.4629
D1142130,0.3096,0.3096,0.3096,0.3096,1000.0
D1142145,0.3098,0.31055,0.3098,0.31055,87.2483
D1142200,0.3108,0.31083,0.31012,0.31012,685.4298
D1142215,0.31062,0.31103,0.31062,0.31103,111.6538
D1142230,0.3107,0.3107,0.31025,0.31025,394.3724
D1142245,0.31062,0.31062,0.31062,0.31062,13.548
D1142300,0.31056,0.31097,0.31056,0.31056,29.2059
D1142315,0.31056,0.31056,0.31056,0.31056,0.0
D1142330,0.31079,0.31226,0.31079,0.31226,1112.4766
D1142345,0.31226,0.31226,0.31226,0.31226,0.0
D1150000,0.31199,0.31245,0.31199,0.31234,1889.3248
D1150015,0.31238,0.31308,0.31166,0.31229,730.8401
D1150030,0.31169,0.31191,0.31164,0.31174,1660.5807
D1150045,0.31291,0.31432,0.31252,0.31411,1541.0177
D1150100,0.31391,0.31391,0.31257,0.31271,778.4133
D1150115,0.3127,0.31309,0.31162,0.31309,1446.5601
D1150130,0.31298,0.31557,0.31298,0.31557,412.3599
D1150145,0.31589,0.317,0.31531,0.31614,2286.9126
D1150200,0.31697,0.31765,0.31658,0.31757,239.8883
D1150215,0.31639,0.31806,0.3159,0.31733,771.534
D1150230,0.31657,0.31684,0.3165,0.31684,8.0535
D1150245,0.3162,0.3162,0.31571,0.31572,1264.0353
D1150300,0.3152,0.3152,0.31328,0.31332,254.3462
D1150315,0.31314,0.3138,0.3102,0.3123,1097.9909
D1150330,0.31168,0.31168,0.31156,0.31156,118.0267
D1150345,0.31185,0.31266,0.31169,0.31266,548.9443
D1150400,0.31278,0.31422,0.31278,0.31422,92.9861
D1150415,0.31415,0.3144,0.31398,0.3144,127.6021
D1150430,0.3144,0.3144,0.3144,0.3144,0.0
D1150445,0.31411,0.31433,0.3138,0.3138,14.6429
D1150500,0.31398,0.31431,0.31398,0.314,2662.162
D1150515,0.31472,0.31472,0.31399,0.31399,8.9858
D1150530,0.31398,0.31432,0.31315,0.31432,33.2416
D1150545,0.31451,0.31555,0.31447,0.31539,703.0304
D1150600,0.31525,0.3162,0.31479,0.31485,201.5004
D1150615,0.31583,0.31583,0.31513,0.31524,64.0341
D1150630,0.3151,0.31602,0.3151,0.31568,32.28
D1150645,0.3157,0.31698,0.3157,0.31652,111.4228
D1150700,0.31651,0.31651,0.31589,0.31589,264.3799
D1150715,0.31656,0.31722,0.31653,0.31722,737.8236
D1150730,0.31714,0.3175,0.31709,0.3175,266.199
D1150745,0.31705,0.31765,0.31692,0.31745,307.6866
D1150800,0.3172,0.31826,0.3172,0.31759,1396.2764
D1150815,0.31756,0.3177,0.31737,0.31737,194.8463
D1150830,0.31805,0.31824,0.31788,0.31799,1070.4619
D1150845,0.31756,0.31768,0.31751,0.31768,12.8556
D1150900,0.31789,0.31797,0.31698,0.31698,566.0292
D1150915,0.31682,0.31694,0.31671,0.31692,389.8401
D1150930,0.31658,0.31753,0.3162,0.31753,73.0252
D1150945,0.31749,0.31779,0.31749,0.31777,189.4882
D1151000,0.318,0.31915,0.31788,0.31832,411.911
D1151015,0.31723,0.31745,0.31698,0.31745,3010.6262
D1151030,0.31721,0.31721,0.31677,0.31687,724.5556
D1151045,0.31706,0.31741,0.31706,0.31724,16.869
D1151100,0.31741,0.31776,0.31728,0.31748,601.3034
D1151115,0.31736,0.31763,0.31725,0.31763,7.5618
D1151130,0.3173,0.31795,0.3173,0.31785,478.2444
D1151145,0.31805,0.31807,0.31784,0.31789,286.091
D1151200,0.31768,0.31889,0.31748,0.31844,1863.5476
D1151215,0.31808,0.3195,0.31764,0.31821,888.4974
D1151230,0.31912,0.32479,0.31912,0.3226,11383.4034
D1151245,0.32286,0.32536,0.32198,0.32225,12330.2016
D1151300,0.32316,0.32427,0.32099,0.3234,1455.9599
D1151315,0.32429,0.32447,0.32318,0.32331,4326.0539
D1151330,0.32377,0.32377,0.3224,0.32304,12236.719
D1151345,0.3241,0.3241,0.32299,0.32326,658.6368
D1151400,0.32407,0.32483,0.32242,0.32246,961.7715
D1151415,0.3216,0.3216,0.31916,0.32085,973.8607
D1151430,0.32036,0.32125,0.32036,0.32057,9331.7197
D1151445,0.31991,0.31991,0.31991,0.31991,3.1194
D1151500,0.32063,0.32085,0.32021,0.32031,853.7543
D1151515,0.32005,0.32142,0.31957,0.3196,225.8033
D1151530,0.31889,0.31889,0.31756,0.31783,955.4874
D1151545,0.31745,0.31745,0.31499,0.31587,6539.8768
D1151600,0.31651,0.31819,0.31432,0.31804,1486.1132
D1151615,0.3175,0.31843,0.31714,0.31757,14706.9113
D1151630,0.31791,0.31836,0.31791,0.31816,1442.0992
D1151645,0.31836,0.31856,0.31778,0.31845,555.7347
D1151700,0.31835,0.3195,0.31835,0.31908,345.828
D1151715,0.3195,0.32083,0.3195,0.32083,2111.625
D1151730,0.32067,0.32067,0.32057,0.32067,1454.956
D1151745,0.32016,0.32072,0.32016,0.32045,970.161
D1151800,0.32042,0.32203,0.32026,0.32203,1209.6957
D1151815,0.32241,0.32362,0.32234,0.32275,2146.9928
D1151830,0.32274,0.32466,0.32248,0.3243,1778.8409
D1151845,0.32415,0.32456,0.32396,0.32416,273.4502
D1151900,0.32407,0.32409,0.32315,0.32376,1196.7611
D1151915,0.32348,0.32348,0.32142,0.32142,1146.4622
D1151930,0.32117,0.32237,0.32117,0.32152,32217.5118
D1151945,0.32176,0.32202,0.32068,0.32068,5606.0431
D1152000,0.32048,0.32048,0.31827,0.31827,2751.824
D1152015,0.31863,0.319,0.31785,0.31785,497.9425
D1152030,0.31797,0.3195,0.31756,0.3195,129.556
D1152045,0.31903,0.31903,0.31879,0.31879,84.6693
D1152100,0.31787,0.31787,0.31785,0.31785,61.3084
D1152115,0.31747,0.31747,0.31514,0.31586,364.643
D1152130,0.31566,0.31566,0.31485,0.31485,1031.7259
D1152145,0.31586,0.31596,0.3144,0.3149,1617.8803
D1152200,0.31526,0.31526,0.31324,0.31386,2865.352
D1152215,0.31323,0.31335,0.31304,0.31335,39.9734
D1152230,0.31484,0.31535,0.31484,0.31535,136.1944
D1152245,0.31446,0.31446,0.31336,0.31405,118.0276
D1152300,0.31363,0.31412,0.31363,0.31412,157.023
D1152315,0.31266,0.31305,0.31171,0.31305,104.8777
D1152330,0.31195,0.31316,0.31195,0.31316,19.759
D1152345,0.31316,0.31316,0.31316,0.31316,2.3394
D1160000,0.31316,0.31395,0.31266,0.31266,1241.2776
D1160015,0.31365,0.31446,0.31288,0.31446,10295.8196
D1160030,0.31406,0.31588,0.31406,0.31588,664.7274
D1160045,0.31578,0.31593,0.31354,0.31354,1471.7938
D1160100,0.3139,0.31472,0.31306,0.31306,3740.8233
D1160115,0.31266,0.31266,0.30969,0.30969,1672.4159
D1160130,0.3111,0.3133,0.3111,0.3133,2248.742
D1160145,0.3135,0.31394,0.3135,0.31394,241.2963
D1160200,0.31369,0.3144,0.31369,0.314,1708.3315
D1160215,0.3144,0.3156,0.3144,0.3156,428.6988
D1160230,0.31495,0.31495,0.31475,0.31475,134.4405
D1160245,0.31475,0.31475,0.31475,0.31475,0.0
D1160300,0.31475,0.31475,0.31475,0.31475,0.0
D1160315,0.31404,0.31413,0.31404,0.31404,211.4202
D1160330,0.31369,0.31415,0.31368,0.31415,268.8343
D1160345,0.31406,0.31406,0.31405,0.31405,190.8016
D1160400,0.31287,0.31294,0.31282,0.31282,24.0953
D1160415,0.31266,0.31266,0.312,0.312,180.9884
D1160430,0.31171,0.31235,0.31171,0.31235,121.4358
D1160445,0.31324,0.31324,0.31285,0.31285,48.9575
D1160500,0.31287,0.31301,0.31264,0.31301,67.0694
D1160515,0.31411,0.31472,0.31411,0.31459,384.6363
D1160530,0.31445,0.31445,0.31432,0.31432,446.2564
D1160545,0.31341,0.31387,0.31323,0.31359,697.6571
D1160600,0.31396,0.31521,0.31396,0.31521,632.0604
D1160615,0.315,0.31683,0.315,0.31683,391.7809
D1160630,0.317,0.31813,0.317,0.31813,262.2593
D1160645,0.31781,0.31796,0.31742,0.31742,550.4324
D1160700,0.31722,0.31866,0.31722,0.31855,3123.7602
D1160715,0.31826,0.31826,0.31741,0.31741,77.2232
D1160730,0.31651,0.317,0.31605,0.31605,402.3132
D1160745,0.31636,0.31636,0.31548,0.31602,1462.2
D1160800,0.31626,0.31704,0.31615,0.31682,116.0829
D1160815,0.31596,0.31596,0.31592,0.31592,101.5572
D1160830,0.31589,0.31643,0.31499,0.31577,1307.4054
D1160845,0.31602,0.3166,0.31602,0.31647,1918.7914
D1160900,0.31705,0.31711,0.31647,0.31647,1529.7167
D1160915,0.31603,0.31603,0.31603,0.31603,41.0
D1160930,0.3153,0.31546,0.31472,0.31486,146.5519
D1160945,0.31445,0.31445,0.31266,0.31329,989.3063
D1161000,0.31289,0.31289,0.31171,0.312,130.5313
D1161015,0.31198,0.31239,0.3112,0.31239,102.6195
D1161030,0.31225,0.31323,0.31225,0.31303,4715.9797
D1161045,0.31269,0.31322,0.31269,0.31322,68.7388
D1161100,0.3132,0.31329,0.31257,0.31257,2772.1703
D1161115,0.31307,0.31313,0.3128,0.31313,5519.2029
D1161130,0.31375,0.31406,0.31285,0.31294,1472.1452
D1161145,0.31306,0.31306,0.31246,0.31246,18.5128
D1161200,0.3125,0.31409,0.31234,0.31409,1251.33
D1161215,0.31296,0.31472,0.31296,0.31472,859.6502
D1161230,0.31425,0.3147,0.31288,0.31327,6260.5479
D1161245,0.31459,0.31499,0.31459,0.31484,570.9025
D1161300,0.31502,0.31619,0.31502,0.31604,57.367
D1161315,0.3162,0.31919,0.3162,0.31799,3313.1388
D1161330,0.31831,0.31931,0.31831,0.31836,1277.4246
D1161345,0.31937,0.32115,0.31937,0.32082,209.996
D1161400,0.3214,0.32154,0.32015,0.32083,5524.5763
D1161415,0.32021,0.32023,0.31916,0.31953,2552.8913
D1161430,0.32017,0.32017,0.3197,0.3197,331.9568
D1161445,0.31974,0.31974,0.31889,0.31889,144.8628
D1161500,0.31936,0.31981,0.31891,0.31924,2590.1358
D1161515,0.31936,0.32099,0.31886,0.32079,1026.0957
D1161530,0.32071,0.32071,0.31889,0.31889,172.2266
D1161545,0.31984,0.31984,0.31984,0.31984,435.0
D1161600,0.31991,0.31991,0.31918,0.31918,226.3831
D1161615,0.31879,0.32048,0.3183,0.32048,3473.4232
D1161630,0.32099,0.322,0.32053,0.32053,165.7174
D1161645,0.31989,0.3216,0.3198,0.3216,261.6278
D1161700,0.32095,0.32225,0.32095,0.32223,662.0326
D1161715,0.32219,0.32322,0.32187,0.32304,2923.0494
D1161730,0.32269,0.32362,0.32268,0.32349,919.2967
D1161745,0.32311,0.32415,0.32311,0.32362,931.599
D1161800,0.32367,0.32391,0.32288,0.32302,156.263
D1161815,0.32334,0.32363,0.32332,0.32363,762.23
D1161830,0.32422,0.32552,0.32422,0.32552,260.2693
D1161845,0.3257,0.326,0.32463,0.32481,489.8877
D1161900,0.32467,0.32495,0.324,0.32407,2835.3068
D1161915,0.3234,0.32386,0.32287,0.32386,2248.7745
D1161930,0.32315,0.32345,0.32246,0.32246,434.1774
D1161945,0.32251,0.32251,0.32158,0.32158,2143.0074
D1162000,0.32172,0.32224,0.32142,0.32176,1639.0199
D1162015,0.32103,0.32103,0.3195,0.32034,1633.0062
D1162030,0.32034,0.3217,0.32034,0.3217,941.1941
D1162045,0.3223,0.3226,0.32203,0.32203,180.0725
D1162100,0.32232,0.32232,0.32232,0.32232,17.766
D1162115,0.32187,0.32187,0.32187,0.32187,125.6622
D1162130,0.32206,0.32206,0.32164,0.32206,668.7625
D1162145,0.32191,0.32233,0.32191,0.32233,18.9413
D1162200,0.32194,0.32194,0.32194,0.32194,3.7274
D1162215,0.323,0.32322,0.32207,0.32207,434.7201
D1162230,0.32207,0.32207,0.32207,0.32207,0.0
D1162245,0.32289,0.32303,0.32255,0.32303,311.0763
D1162300,0.32303,0.32303,0.32303,0.32303,0.0
D1162315,0.32236,0.32236,0.32236,0.32236,7.7203
D1162330,0.32215,0.32215,0.32215,0.32215,91.5316
D1162345,0.3234,0.32528,0.3234,0.32467,2254.4448
D1170000,0.32463,0.32506,0.32439,0.32498,1718.0932
D1170015,0.32448,0.32448,0.32448,0.32448,9.4327
D1170030,0.3234,0.32346,0.32303,0.32334,753.2474
D1170045,0.3227,0.3227,0.32269,0.32269,121.0
D1170100,0.3228,0.32295,0.3226,0.32295,824.7368
D1170115,0.32342,0.32371,0.32342,0.32371,171.3552
D1170130,0.32307,0.3231,0.32307,0.3231,258.0
D1170145,0.32287,0.32289,0.3224,0.3224,1513.1179
D1170200,0.32307,0.32385,0.32245,0.32245,996.4205
D1170215,0.3228,0.32329,0.3228,0.32329,214.1573
D1170230,0.32339,0.32339,0.32339,0.32339,1.7791
D1170245,0.32389,0.32389,0.32389,0.32389,23.7995
D1170300,0.3241,0.32422,0.32374,0.32422,87.2773
D1170315,0.32368,0.32371,0.32368,0.32371,520.8981
D1170330,0.32432,0.32473,0.32405,0.32464,1419.6664
D1170345,0.32471,0.32505,0.32471,0.32482,121.6862
D1170400,0.32453,0.3252,0.32453,0.32511,1870.8109
D1170415,0.32458,0.32458,0.324,0.32404,1327.5842
D1170430,0.32474,0.32474,0.3243,0.3243,42.7863
D1170445,0.32411,0.32411,0.32411,0.32411,1.0748
D1170500,0.32446,0.32544,0.32446,0.32544,16.1405
D1170515,0.3257,0.3268,0.3257,0.32633,2387.6671
D1170530,0.32685,0.32759,0.32667,0.32708,2002.4762
D1170545,0.32666,0.32733,0.32638,0.32733,3036.8149
D1170600,0.32718,0.32718,0.3266,0.3266,237.6771
D1170615,0.32723,0.32723,0.32723,0.32723,205.0
D1170630,0.32699,0.32711,0.32697,0.32703,401.8583
D1170645,0.32704,0.32713,0.32704,0.32713,112.0421
D1170700,0.32703,0.32745,0.32695,0.32744,2296.308
D1170715,0.32762,0.32925,0.32762,0.32907,5453.3587
D1170730,0.329,0.329,0.3281,0.3281,677.0517
D1170745,0.3278,0.32789,0.3278,0.3278,355.5185
D1170800,0.32811,0.32906,0.32811,0.32906,560.3831
D1170815,0.32871,0.32871,0.32852,0.32852,508.7249
D1170830,0.32864,0.32886,0.32855,0.32861,1164.3347
D1170845,0.32853,0.32853,0.32793,0.32793,3817.9486
D1170900,0.32798,0.33012,0.32798,0.32978,7689.3095
D1170915,0.32954,0.33021,0.32948,0.33015,595.2223
D1170930,0.33023,0.33127,0.33023,0.33047,17443.5019
D1170945,0.33025,0.33155,0.33002,0.33111,1921.2193
D1171000,0.3316,0.33165,0.33083,0.33108,1788.8308
D1171015,0.3313,0.3313,0.33082,0.33087,174.5189
D1171030,0.33036,0.3306,0.32975,0.32975,1713.7866
D1171045,0.32973,0.33042,0.32973,0.33041,22.6173
D1171100,0.33061,0.33092,0.33018,0.33024,2106.5666
D1171115,0.32998,0.33032,0.32998,0.33031,4126.0
D1171130,0.32986,0.32987,0.32969,0.32977,2883.3155
D1171145,0.32966,0.33011,0.32966,0.33011,997.2546
D1171200,0.32984,0.32984,0.32836,0.32836,1412.6342
D1171215,0.32866,0.32885,0.32866,0.3287,913.8198
D1171230,0.32871,0.32871,0.32836,0.32853,321.1704
D1171245,0.32843,0.32853,0.32781,0.32817,3730.5354
D1171300,0.328,0.328,0.32739,0.32753,2837.1804
D1171315,0.32754,0.32754,0.32713,0.32713,805.9752
D1171330,0.32744,0.32744,0.32636,0.32702,785.3752
D1171345,0.32787,0.32801,0.32783,0.328,359.3808
D1171400,0.32759,0.32759,0.32687,0.32687,785.1421
D1171415,0.32729,0.32738,0.32708,0.32708,338.2493
D1171430,0.32738,0.32822,0.32738,0.32821,1394.9972
D1171445,0.32868,0.32868,0.32849,0.32849,212.1296
D1171500,0.32876,0.32955,0.32876,0.32929,846.4279
D1171515,0.32953,0.3305,0.32953,0.3305,2501.0484
D1171530,0.3305,0.33173,0.33049,0.33173,938.1069
D1171545,0.33155,0.33211,0.33155,0.33177,2722.1617
D1171600,0.3321,0.33496,0.33175,0.33265,9359.784
D1171615,0.33261,0.33261,0.33164,0.33164,285.0311
D1171630,0.33185,0.33191,0.33153,0.33164,1026.9164
D1171645,0.33169,0.33181,0.3314,0.33174,979.4131
D1171700,0.3321,0.33236,0.33112,0.33112,3834.5254
D1171715,0.33083,0.33158,0.33083,0.33113,148.0602
D1171730,0.331,0.33128,0.331,0.33128,11.2858
D1171745,0.33163,0.33266,0.33163,0.33266,1518.4995
D1171800,0.33291,0.33375,0.33291,0.33323,3426.3523
D1171815,0.33229,0.33252,0.33229,0.3325,416.2557
D1171830,0.3325,0.3325,0.3325,0.3325,0.0
D1171845,0.33242,0.33378,0.33239,0.33375,2023.3024
D1171900,0.33353,0.3346,0.33352,0.33445,312.4319
D1171915,0.33406,0.33437,0.33346,0.33361,145.1382
D1171930,0.33342,0.33342,0.33283,0.33296,62.8344
D1171945,0.33318,0.33477,0.33301,0.33423,6645.6469
D1172000,0.33432,0.33432,0.33343,0.33361,1012.7215
D1172015,0.33276,0.33315,0.33266,0.33308,1895.8323
D1172030,0.33305,0.33307,0.33256,0.33283,3934.7457
D1172045,0.33317,0.33339,0.33277,0.33277,1576.6918
D1172100,0.33267,0.3328,0.3325,0.3325,243.9756
D1172115,0.3324,0.33345,0.33237,0.33296,26.2431
D1172130,0.33328,0.33328,0.33266,0.33266,794.3031
D1172145,0.33256,0.33332,0.33256,0.33297,25.701
D1172200,0.33337,0.33356,0.33316,0.33322,323.8454
D1172215,0.33373,0.33374,0.33115,0.3325,1297.2898
D1172230,0.33262,0.335,0.33262,0.3335,12622.9286
D1172245,0.33424,0.33441,0.33373,0.33437,288.2249
D1172300,0.334,0.33612,0.334,0.33529,680.1076
D1172315,0.33509,0.33582,0.33413,0.33413,216.9543
D1172330,0.33422,0.33434,0.33421,0.33434,416.9188
D1172345,0.33427,0.33452,0.33408,0.33422,411.7937
D1180000,0.33434,0.33476,0.33414,0.33445,2390.5179
D1180015,0.33533,0.33555,0.3335,0.3335,1907.8856
D1180030,0.33346,0.33352,0.33274,0.33324,2127.1686
D1180045,0.33363,0.33428,0.33362,0.33398,1217.3028
D1180100,0.33407,0.33412,0.33334,0.33334,1892.2095
D1180115,0.33358,0.33457,0.33317,0.33457,490.9867
D1180130,0.33447,0.33507,0.33447,0.33504,225.1979
D1180145,0.33535,0.33535,0.33461,0.33461,276.0169
D1180200,0.33427,0.33452,0.33347,0.33347,627.8552
D1180215,0.3335,0.3335,0.33237,0.33237,273.6147
D1180230,0.332,0.33204,0.33173,0.33196,453.3282
D1180245,0.33172,0.33172,0.33136,0.33136,570.3868
D1180300,0.3316,0.33232,0.33125,0.33227,2008.2125
D1180315,0.33206,0.33206,0.33186,0.3319,404.7777
D1180330,0.3315,0.33175,0.3315,0.33162,2414.7944
D1180345,0.33157,0.33157,0.33138,0.33138,211.6
D1180400,0.33138,0.33237,0.33138,0.33237,1093.6892
D1180415,0.33272,0.33432,0.33272,0.33317,4413.5226
D1180430,0.33325,0.33418,0.33325,0.33418,6579.6209
D1180445,0.33405,0.3341,0.33357,0.3341,131.3887
D1180500,0.33467,0.335,0.33467,0.335,1316.5222
D1180515,0.33353,0.33559,0.3332,0.33559,1110.5638
D1180530,0.336,0.336,0.33537,0.33549,343.0877
D1180545,0.33558,0.33574,0.33558,0.33568,538.429
D1180600,0.33536,0.33536,0.3342,0.3342,314.2755
D1180615,0.33384,0.33394,0.3335,0.3335,293.3383
D1180630,0.33354,0.33354,0.33335,0.33335,656.4204
D1180645,0.33326,0.33366,0.33324,0.33333,520.8132
D1180700,0.3331,0.33325,0.33229,0.33229,2922.9542
D1180715,0.3324,0.33307,0.3324,0.33307,185.5637
D1180730,0.3331,0.33318,0.3331,0.33318,161.8032
D1180745,0.33306,0.33306,0.33306,0.33306,2.56
D1180800,0.33306,0.33306,0.33286,0.33299,1612.5236
D1180815,0.33329,0.33415,0.33329,0.33407,2325.2285
D1180830,0.33338,0.33338,0.33312,0.33336,1315.0533
D1180845,0.33318,0.3335,0.33294,0.33294,1199.3374
D1180900,0.33274,0.33274,0.33188,0.33193,3381.4887
D1180915,0.33191,0.33249,0.33163,0.33249,2085.5096
D1180930,0.33337,0.33366,0.33283,0.33283,1271.186
D1180945,0.333,0.333,0.33263,0.33263,337.2162
D1181000,0.33262,0.33262,0.332,0.332,666.3375
D1181015,0.33183,0.33183,0.33176,0.33176,36.1074
D1181030,0.3316,0.3317,0.33155,0.33155,174.3478
D1181045,0.33139,0.33143,0.3306,0.3306,4588.5655
D1181100,0.33056,0.33079,0.33007,0.33079,1619.4588
D1181115,0.33099,0.33121,0.33062,0.33062,79.271
D1181130,0.33043,0.33065,0.33041,0.33046,117.1784
D1181145,0.33022,0.33041,0.33022,0.33041,197.7072
D1181200,0.33035,0.33035,0.329,0.32915,655.136
D1181215,0.32925,0.32925,0.32821,0.32838,687.5696
D1181230,0.32852,0.32887,0.32845,0.32845,96.0549
D1181245,0.32906,0.32911,0.32906,0.32911,4.1582
D1181300,0.32938,0.33021,0.32928,0.3301,942.8506
D1181315,0.3305,0.33052,0.33029,0.33029,176.4789
D1181330,0.33012,0.3309,0.32992,0.33076,1807.4828
D1181345,0.3312,0.33147,0.33118,0.33123,188.3417
D1181400,0.33152,0.33257,0.33152,0.33257,802.4584
D1181415,0.33233,0.33281,0.33233,0.33241,1506.7277
D1181430,0.33206,0.33261,0.33198,0.33198,346.0646
D1181445,0.33267,0.3335,0.33244,0.33288,1613.5683
D1181500,0.33358,0.33528,0.33358,0.33528,1182.7516
D1181515,0.33488,0.33503,0.33434,0.3347,264.0175
D1181530,0.33434,0.33547,0.33434,0.33547,20.8172
D1181545,0.33484,0.33568,0.33484,0.33553,6407.4076
D1181600,0.33516,0.33516,0.3341,0.33432,1430.6944
D1181615,0.33434,0.33434,0.33353,0.33391,499.9016
D1181630,0.33419,0.33422,0.33419,0.33422,260.317
D1181645,0.33431,0.33445,0.33431,0.33433,306.5825
D1181700,0.33406,0.33406,0.33339,0.33339,298.5122
D1181715,0.33296,0.33367,0.33287,0.33367,312.4811
D1181730,0.33375,0.33375,0.33326,0.33326,149.7246
D1181745,0.33333,0.33333,0.33308,0.33329,609.0911
D1181800,0.33324,0.33324,0.3327,0.33288,1509.9787
D1181815,0.33297,0.33314,0.33296,0.33314,1674.0073
D1181830,0.3328,0.3328,0.33278,0.33278,194.6139
D1181845,0.33278,0.33278,0.33278,0.33278,0.0
D1181900,0.3324,0.3324,0.3321,0.3321,884.5451
D1181915,0.33203,0.33217,0.33173,0.33179,1834.2081
D1181930,0.33146,0.33173,0.33145,0.33173,521.311
D1181945,0.33173,0.33192,0.33159,0.33159,283.3324
D1182000,0.33139,0.33139,0.33062,0.33064,672.8053
D1182015,0.3314,0.33254,0.3314,0.33254,786.4494
D1182030,0.33274,0.33313,0.3325,0.33312,367.1659
D1182045,0.33312,0.33312,0.33312,0.33312,0.0
D1182100,0.3323,0.3337,0.3323,0.3337,1042.9475
D1182115,0.33392,0.33685,0.33392,0.33625,3601.6492
D1182130,0.33699,0.337,0.33692,0.33692,60.619
D1182145,0.33695,0.3393,0.33695,0.3393,1153.8369
D1182200,0.33913,0.34107,0.33913,0.33954,1251.8517
D1182215,0.34017,0.34251,0.33986,0.34207,2285.6388
D1182230,0.34214,0.34214,0.34033,0.34087,3587.4206
D1182245,0.34148,0.34221,0.34147,0.34221,738.5233
D1182300,0.34173,0.34173,0.34154,0.34173,1042.8332
D1182315,0.34196,0.34258,0.34172,0.34258,957.6224
D1182330,0.34184,0.34185,0.34163,0.34169,2113.2173
D1182345,0.34143,0.34242,0.34116,0.34225,10070.4321
D1190000,0.3426,0.3443,0.34253,0.34362,14394.9828
D1190015,0.34305,0.34439,0.34265,0.3441,2915.5362
D1190030,0.34397,0.34468,0.34275,0.34293,3652.2826
D1190045,0.34492,0.34548,0.34454,0.34499,1595.7999
D1190100,0.34483,0.34533,0.34474,0.3448,3129.5637
D1190115,0.34458,0.347,0.34458,0.34635,1398.1374
D1190130,0.34679,0.3469,0.34453,0.34516,1412.1778
D1190145,0.34443,0.34535,0.34443,0.3445,9462.094
D1190200,0.344,0.34423,0.34387,0.34423,17.8252
D1190215,0.34368,0.34511,0.34325,0.34495,788.95
D1190230,0.3452,0.34643,0.34483,0.34607,775.3223
D1190245,0.34556,0.34568,0.34517,0.34527,838.6068
D1190300,0.34501,0.34547,0.34419,0.34424,534.0987
D1190315,0.34388,0.34481,0.34388,0.34431,211.5426
D1190330,0.3451,0.34526,0.34456,0.34524,648.0848
D1190345,0.3458,0.34604,0.34546,0.34555,293.9273
D1190400,0.34546,0.34546,0.34444,0.34444,592.6752
D1190415,0.34561,0.34561,0.34561,0.34561,1.7703
D1190430,0.34555,0.34558,0.34535,0.34558,112.7508
D1190445,0.34533,0.34533,0.34524,0.34524,100.0
D1190500,0.34424,0.34424,0.3432,0.34403,232.0664
D1190515,0.34403,0.34403,0.34403,0.34403,0.0
D1190530,0.34412,0.34429,0.34391,0.34391,166.3229
D1190545,0.3435,0.3435,0.34282,0.34282,148.5412
D1190600,0.34253,0.34253,0.34194,0.34207,210.8882
D1190615,0.34273,0.34273,0.34261,0.34273,85.4111
D1190630,0.34242,0.34378,0.34242,0.34378,47.4254
D1190645,0.34291,0.34393,0.3429,0.34355,1913.4057
D1190700,0.343,0.34377,0.34298,0.34377,522.8116
D1190715,0.34412,0.34421,0.3436,0.3436,215.2301
D1190730,0.34407,0.34612,0.34407,0.34562,355.9596
D1190745,0.34522,0.34594,0.34488,0.34488,1209.8293
D1190800,0.34449,0.34503,0.34441,0.34479,750.4011
D1190815,0.34486,0.34529,0.34486,0.34503,1167.4988
D1190830,0.34491,0.34491,0.34447,0.34453,198.2682
D1190845,0.34462,0.34462,0.34282,0.34333,294.8539
