day_id,open,high,low,close,volume
D2320230,0.26738,0.26738,0.2664,0.2664,2165.9896
D2320245,0.26619,0.26657,0.26604,0.26655,3953.9724
D2320300,0.26723,0.26739,0.26718,0.26739,1411.6331
D2320315,0.26749,0.26772,0.26691,0.26772,1418.8558
D2320330,0.26784,0.26784,0.26688,0.26735,2213.6188
D2320345,0.26763,0.26772,0.26763,0.26772,4.9664
D2320400,0.26787,0.26798,0.26753,0.26762,133.3686
D2320415,0.26809,0.26875,0.26809,0.26875,983.3168
D2320430,0.26871,0.26951,0.26871,0.26951,299.9037
D2320445,0.26951,0.26963,0.26951,0.26963,685.2785
D2320500,0.26961,0.26961,0.26941,0.26961,657.4665
D2320515,0.26961,0.26961,0.26961,0.26961,0.0
D2320530,0.26968,0.2699,0.26967,0.26967,1923.6426
D2320545,0.26993,0.2703,0.26993,0.2703,91.0523
D2320600,0.27032,0.27032,0.27002,0.27002,770.6317
D2320615,0.26946,0.26946,0.26931,0.26931,650.2688
D2320630,0.26931,0.26931,0.26931,0.26931,0.0
D2320645,0.26926,0.26926,0.26925,0.26925,748.0641
D2320700,0.26924,0.2694,0.2692,0.2692,1188.4898
D2320715,0.2688,0.26897,0.26833,0.26833,219.0226
D2320730,0.26944,0.26944,0.26939,0.26939,146.5242
D2320745,0.26952,0.26976,0.26947,0.26976,737.7065
D2320800,0.26983,0.26983,0.26973,0.26977,19.9765
D2320815,0.27001,0.27001,0.26975,0.26979,615.4647
D2320830,0.26977,0.26977,0.2695,0.2695,391.0586
D2320845,0.26977,0.27072,0.26977,0.27072,394.507
D2320900,0.27075,0.272,0.27063,0.27199,12020.114
D2320915,0.2719,0.2719,0.27049,0.27051,1216.1098
D2320930,0.27,0.27,0.26989,0.26989,746.0416
D2320945,0.27007,0.27007,0.26969,0.26995,4335.3215
D2321000,0.26943,0.26946,0.26827,0.26827,4020.631
D2321015,0.2685,0.2685,0.2685,0.2685,660.0
D2321030,0.26816,0.26816,0.26798,0.26798,2236.1172
D2321045,0.2677,0.2677,0.26765,0.26769,465.8081
D2321100,0.26808,0.26808,0.26803,0.26803,113.8099
D2321115,0.26827,0.26829,0.2676,0.2676,1615.9646
D2321130,0.26781,0.26781,0.26752,0.26771,27.2526
D2321145,0.26771,0.26823,0.26771,0.26823,119.2736
D2321200,0.26805,0.26805,0.26805,0.26805,54.0943
D2321215,0.26778,0.26787,0.26766,0.26787,87.968
D2321230,0.26787,0.26787,0.26787,0.26787,0.0
D2321245,0.26866,0.26866,0.26866,0.26866,25.81
D2321300,0.26866,0.26866,0.26866,0.26866,0.0
D2321315,0.26791,0.26851,0.26791,0.26848,4318.7602
D2321330,0.26909,0.26916,0.26896,0.26916,801.9507
D2321345,0.26923,0.2697,0.26923,0.2697,553.2319
D2321400,0.26955,0.26994,0.26951,0.26994,337.9741
D2321415,0.27021,0.27346,0.27021,0.27346,12704.2398
D2321430,0.27302,0.27574,0.27299,0.27435,21608.7919
D2321445,0.27499,0.27614,0.2735,0.27488,3958.665
D2321500,0.2744,0.27522,0.27238,0.27427,6181.2921
D2321515,0.27421,0.27421,0.27205,0.27205,4244.8917
D2321530,0.2719,0.27299,0.27101,0.2729,4540.1505
D2321545,0.27266,0.27332,0.27194,0.27194,3014.7166
D2321600,0.27243,0.27334,0.27231,0.27334,1295.0298
D2321615,0.27346,0.27373,0.27303,0.27343,1310.0035
D2321630,0.2736,0.27516,0.2736,0.27468,3075.7861
D2321645,0.27444,0.27529,0.27443,0.27502,1670.4835
D2321700,0.27542,0.27648,0.27542,0.27617,3626.132
D2321715,0.2761,0.27669,0.27592,0.27593,2270.6767
D2321730,0.27626,0.27631,0.27484,0.27551,24665.5266
D2321745,0.27458,0.27508,0.27415,0.27415,5369.6991
D2321800,0.27418,0.27467,0.27348,0.27348,1770.8585
D2321815,0.27363,0.2746,0.27357,0.2746,418.389
D2321830,0.27482,0.27482,0.27471,0.27482,782.2187
D2321845,0.27418,0.27418,0.27418,0.27418,16.6363
D2321900,0.27445,0.27445,0.27445,0.27445,10.2387
D2321915,0.27404,0.27469,0.27298,0.27397,21612.5361
D2321930,0.27394,0.27394,0.27338,0.27338,315.7235
D2321945,0.27346,0.27346,0.26869,0.26969,7038.5986
D2322000,0.26927,0.27247,0.269,0.27247,2192.3043
D2322015,0.27251,0.27251,0.27136,0.27221,1159.1988
D2322030,0.27181,0.27285,0.27181,0.27268,912.2507
D2322045,0.27286,0.27311,0.27271,0.27295,399.3362
D2322100,0.27248,0.27332,0.27228,0.27332,663.7615
D2322115,0.27321,0.27321,0.27254,0.2731,576.531
D2322130,0.27307,0.27307,0.27303,0.27306,1245.6229
D2322145,0.27267,0.27267,0.27257,0.27257,1303.3787
D2322200,0.27197,0.27199,0.27197,0.27199,85.3988
D2322215,0.27197,0.27228,0.27086,0.27228,593.0106
D2322230,0.27257,0.27356,0.27257,0.27356,7336.7193
D2322245,0.27305,0.27386,0.27305,0.27386,293.3122
D2322300,0.2736,0.27414,0.27345,0.27345,58.6185
D2322315,0.27388,0.27475,0.27357,0.27475,163.8112
D2322330,0.27475,0.27475,0.27475,0.27475,0.0
D2322345,0.27344,0.27371,0.27277,0.27309,812.7996
D2330000,0.27296,0.27395,0.27296,0.27386,4308.6895
D2330015,0.27456,0.27665,0.27456,0.27665,1642.8532
D2330030,0.27671,0.28056,0.27671,0.28056,10027.1805
D2330045,0.28056,0.28129,0.28018,0.28122,1184.6277
D2330100,0.28129,0.28321,0.28129,0.28263,1810.801
D2330115,0.28149,0.28162,0.27989,0.28141,1500.1626
D2330130,0.28202,0.28246,0.28121,0.28124,1049.407
D2330145,0.28173,0.28174,0.28124,0.28124,835.9117
D2330200,0.28121,0.28132,0.28047,0.28057,288.7374
D2330215,0.28225,0.286,0.28225,0.28581,5799.9983
D2330230,0.28607,0.28738,0.28587,0.28738,1655.0655
D2330245,0.28749,0.28924,0.28714,0.28922,4857.6352
D2330300,0.2886,0.29516,0.2886,0.29285,23912.1262
D2330315,0.29324,0.2945,0.29003,0.29176,11241.6073
D2330330,0.29152,0.29299,0.29119,0.29213,2344.9796
D2330345,0.29183,0.29314,0.29143,0.29253,10334.8131
D2330400,0.29309,0.29422,0.29169,0.29303,12244.6421
D2330415,0.29341,0.29492,0.29289,0.29436,10733.7068
D2330430,0.29423,0.29511,0.29389,0.294,1152.1636
D2330445,0.29385,0.29405,0.29232,0.29232,4913.3048
D2330500,0.29238,0.29261,0.29043,0.29181,3889.6058
D2330515,0.29241,0.29324,0.29112,0.29324,1271.1253
D2330530,0.29297,0.29381,0.29297,0.29349,622.3649
D2330545,0.29321,0.29464,0.29321,0.29434,6177.1426
D2330600,0.29429,0.29571,0.29421,0.29554,3936.4056
D2330615,0.29552,0.29853,0.29552,0.29617,6701.3276
D2330630,0.29616,0.29723,0.29597,0.29668,4425.4298
D2330645,0.29605,0.29682,0.29499,0.29503,4541.5605
D2330700,0.29494,0.29757,0.2949,0.29747,1750.9159
D2330715,0.29749,0.29845,0.29699,0.29796,2812.169
D2330730,0.29787,0.29883,0.29337,0.29542,9580.6625
D2330745,0.2956,0.29656,0.29416,0.29469,1458.2304
D2330800,0.29422,0.29422,0.29075,0.29281,20616.1592
D2330815,0.29299,0.29337,0.28856,0.2907,9096.1813
D2330830,0.29079,0.29328,0.28957,0.29317,8100.8648
D2330845,0.29317,0.29395,0.29286,0.29395,1527.2399
D2330900,0.29406,0.29477,0.29381,0.29452,2197.8947
D2330915,0.29481,0.29481,0.29396,0.29409,467.1349
D2330930,0.29446,0.29522,0.29446,0.29496,1266.9027
D2330945,0.29525,0.2954,0.29483,0.29498,1844.8632
D2331000,0.29531,0.2956,0.29478,0.29526,2165.7615
D2331015,0.2954,0.29676,0.2954,0.29639,7022.3016
D2331030,0.29634,0.29756,0.29634,0.29756,2066.8202
D2331045,0.29765,0.2978,0.29728,0.29775,3066.998
D2331100,0.2979,0.29819,0.29713,0.29744,7154.7738
D2331115,0.29771,0.29859,0.29771,0.29813,5890.6073
D2331130,0.29815,0.29815,0.29699,0.29782,4711.0298
D2331145,0.29773,0.29784,0.29742,0.29784,2867.8029
D2331200,0.29756,0.299,0.29754,0.29771,8173.3823
D2331215,0.29831,0.29849,0.29734,0.29734,5781.0784
D2331230,0.29735,0.29756,0.29663,0.29663,2319.0103
D2331245,0.29724,0.29733,0.29644,0.29649,1179.2277
D2331300,0.29676,0.29718,0.29613,0.29613,554.0239
D2331315,0.29613,0.29615,0.29523,0.29608,3926.3203
D2331330,0.29623,0.2966,0.2955,0.2955,2386.042
D2331345,0.29642,0.29717,0.29632,0.29651,1828.1242
D2331400,0.29657,0.29684,0.2956,0.29599,4874.2707
D2331415,0.29606,0.29608,0.29551,0.29567,11929.3628
D2331430,0.29692,0.29699,0.29642,0.29642,2923.5252
D2331445,0.2956,0.2956,0.29324,0.29353,1900.2639
D2331500,0.29353,0.29492,0.29257,0.29467,850.2095
D2331515,0.29509,0.29567,0.29413,0.29549,3135.9942
D2331530,0.29531,0.29531,0.29477,0.29478,632.3557
D2331545,0.29524,0.29549,0.29466,0.29499,1207.2483
D2331600,0.29474,0.2949,0.29458,0.29458,85.9909
D2331615,0.29481,0.29481,0.29387,0.29387,215.9254
D2331630,0.29541,0.29541,0.29541,0.29541,17.1737
D2331645,0.29471,0.29546,0.29433,0.29546,247.4107
D2331700,0.29506,0.2961,0.29506,0.2961,143.3945
D2331715,0.29567,0.29567,0.29513,0.29523,2275.4722
D2331730,0.29517,0.29571,0.29499,0.29563,564.7468
D2331745,0.2952,0.2952,0.295,0.295,783.9748
D2331800,0.29616,0.29643,0.29616,0.29625,184.7789
D2331815,0.29543,0.29577,0.29543,0.29577,278.0137
D2331830,0.2962,0.29673,0.2962,0.29673,245.6209
D2331845,0.29658,0.29658,0.29643,0.29657,183.1756
D2331900,0.29687,0.29734,0.29647,0.29647,2071.5761
D2331915,0.29659,0.29659,0.29609,0.29624,525.7414
D2331930,0.29607,0.29639,0.29589,0.29639,2624.4966
D2331945,0.29647,0.29706,0.29647,0.29706,607.187
D2332000,0.2966,0.29757,0.29617,0.29739,235.0971
D2332015,0.29754,0.29773,0.29727,0.29727,1267.0809
D2332030,0.29691,0.29698,0.29667,0.29694,2220.5688
D2332045,0.29698,0.29807,0.29697,0.29758,911.8947
D2332100,0.29662,0.29754,0.29662,0.29754,99.0156
D2332115,0.29766,0.29766,0.29707,0.29707,246.5643
D2332130,0.29754,0.29801,0.29754,0.29801,1096.1818
D2332145,0.29769,0.29823,0.29737,0.29823,959.1414
D2332200,0.29838,0.29846,0.29788,0.29788,230.2722
D2332215,0.29787,0.29857,0.29787,0.29824,1051.097
D2332230,0.29831,0.29934,0.29831,0.29934,1321.7072
D2332245,0.29941,0.30198,0.29933,0.30198,1694.82
D2332300,0.30182,0.30185,0.29989,0.30036,5259.6027
D2332315,0.30024,0.30063,0.30024,0.30063,499.6859
D2332330,0.30001,0.30001,0.29963,0.29993,1029.3675
D2332345,0.29996,0.29996,0.29996,0.29996,192.0
D2340000,0.30049,0.30049,0.29952,0.29952,1423.8118
D2340015,0.30069,0.30293,0.30069,0.30212,8486.6753
D2340030,0.30178,0.30178,0.3008,0.30148,3196.9553
D2340045,0.30126,0.30126,0.29994,0.30046,2050.4011
D2340100,0.30122,0.30326,0.3011,0.30326,6388.4907
D2340115,0.30257,0.30652,0.30257,0.306,10040.9758
D2340130,0.30585,0.3076,0.30553,0.30553,10528.1063
D2340145,0.30562,0.30615,0.30448,0.30506,6844.6745
D2340200,0.30562,0.30672,0.30533,0.30634,2046.821
D2340215,0.30607,0.30635,0.30591,0.30598,3057.9043
D2340230,0.30608,0.30656,0.3054,0.30567,4168.3838
D2340245,0.30575,0.30716,0.30562,0.30716,4077.405
D2340300,0.30666,0.30695,0.30613,0.30613,4012.9369
D2340315,0.30637,0.3072,0.30562,0.3072,4755.304
D2340330,0.30702,0.30702,0.30562,0.3061,3110.1781
D2340345,0.30641,0.30641,0.30525,0.30565,7893.0915
D2340400,0.30571,0.30571,0.30373,0.30375,4120.3804
D2340415,0.30365,0.30374,0.30226,0.30226,5476.4977
D2340430,0.30259,0.3028,0.30081,0.30081,5139.0054
D2340445,0.30114,0.30326,0.30114,0.30301,3673.4518
D2340500,0.30314,0.30314,0.30164,0.30191,3615.4178
D2340515,0.30161,0.30193,0.30125,0.30193,4712.4946
D2340530,0.30181,0.30213,0.30151,0.30174,1555.3706
D2340545,0.30153,0.30249,0.30152,0.3021,838.1589
D2340600,0.302,0.302,0.29947,0.29947,3977.4187
D2340615,0.29942,0.30127,0.29942,0.3006,10037.0052
D2340630,0.29977,0.29977,0.29648,0.29702,8811.1377
D2340645,0.29681,0.29887,0.29681,0.29887,3900.5073
D2340700,0.29904,0.29956,0.29835,0.29956,3782.1076
D2340715,0.29956,0.29976,0.2995,0.2995,2215.4381
D2340730,0.29958,0.29988,0.29909,0.29919,1891.4068
D2340745,0.29942,0.29942,0.2993,0.2993,394.1558
D2340800,0.29937,0.30122,0.29924,0.30107,4726.5308
D2340815,0.3011,0.3011,0.30019,0.30029,8122.4626
D2340830,0.30078,0.30135,0.30078,0.30126,4837.2273
D2340845,0.30118,0.30118,0.30091,0.30117,1355.2308
D2340900,0.30141,0.30186,0.30053,0.30053,8997.0104
D2340915,0.30074,0.30082,0.30036,0.3008,1131.3739
D2340930,0.30082,0.30083,0.30039,0.30042,1579.3884
D2340945,0.30052,0.30073,0.30019,0.30036,3940.5167
D2341000,0.30041,0.30041,0.29845,0.29845,1869.4626
D2341015,0.29901,0.29901,0.29845,0.29845,179.9726
D2341030,0.29844,0.29844,0.29756,0.29825,5557.1051
D2341045,0.29846,0.29893,0.29846,0.29893,830.3734
D2341100,0.29879,0.29883,0.29859,0.29867,2261.5451
D2341115,0.29855,0.29862,0.29835,0.29835,800.3964
D2341130,0.29811,0.29836,0.29803,0.29812,2845.5165
D2341145,0.29796,0.29797,0.29728,0.2973,1382.865
D2341200,0.29744,0.29927,0.29744,0.29927,3573.1748
D2341215,0.29934,0.29984,0.29934,0.29954,2030.1482
D2341230,0.29988,0.30038,0.29988,0.30038,41.3424
D2341245,0.3008,0.30087,0.30009,0.30012,1394.5274
D2341300,0.3003,0.30165,0.3003,0.30061,7169.6606
D2341315,0.30069,0.30069,0.29969,0.29969,1066.8392
D2341330,0.29947,0.29966,0.29856,0.29893,777.8071
D2341345,0.29871,0.29892,0.29634,0.29634,4423.1649
D2341400,0.29676,0.29787,0.2967,0.29787,1913.7198
D2341415,0.29688,0.29866,0.2967,0.29866,241.2595
D2341430,0.29878,0.29907,0.29765,0.29765,2112.0342
D2341445,0.29703,0.29811,0.29572,0.29771,1612.4129
D2341500,0.29808,0.29977,0.29771,0.2996,2392.9436
D2341515,0.29971,0.30038,0.29926,0.30038,1794.2493
D2341530,0.30013,0.30116,0.29965,0.30111,4688.0055
D2341545,0.30068,0.30223,0.30053,0.30223,421.3267
D2341600,0.30228,0.30309,0.3008,0.3008,1173.1976
D2341615,0.3011,0.30118,0.30026,0.30082,1558.3698
D2341630,0.30146,0.30276,0.30137,0.30231,12365.2345
D2341645,0.30245,0.30339,0.30245,0.30297,723.0477785
D2341700,0.30342,0.30375,0.30202,0.30283,2678.0108
D2341715,0.30284,0.30308,0.3027,0.30294,340.8955
D2341730,0.3027,0.3031,0.3027,0.30274,123.5499
D2341745,0.30273,0.30319,0.30269,0.30319,6076.5313
D2341800,0.30215,0.30217,0.30101,0.30132,3324.4209
D2341815,0.30164,0.30255,0.30164,0.30238,42.6376
D2341830,0.3032,0.30343,0.30224,0.30229,1499.2119
D2341845,0.30262,0.30273,0.30262,0.30273,241.6875
D2341900,0.30203,0.30252,0.3013,0.30247,522.2493
D2341915,0.30116,0.302,0.30043,0.302,930.7226
D2341930,0.30172,0.30203,0.30033,0.30039,1610.0286
D2341945,0.30175,0.3021,0.30175,0.3021,29.5196
D2342000,0.30246,0.3031,0.30236,0.3031,1318.7071
D2342015,0.30278,0.30315,0.30255,0.30255,985.0416
D2342030,0.30255,0.30388,0.30255,0.30344,963.9711
D2342045,0.30353,0.30388,0.3033,0.30358,1096.2886
D2342100,0.30389,0.30481,0.30389,0.30424,1459.0223
D2342115,0.30416,0.30459,0.30384,0.30414,4044.0569
D2342130,0.30457,0.30457,0.304,0.30426,689.1736
D2342145,0.30408,0.30408,0.30382,0.30388,193.503
D2342200,0.30298,0.303,0.30072,0.30072,9120.8422
D2342215,0.30107,0.30108,0.2991,0.30012,2134.5704
D2342230,0.30053,0.30114,0.30041,0.30082,1031.3792
D2342245,0.30068,0.30068,0.29983,0.29991,543.8943
D2342300,0.30014,0.30014,0.30014,0.30014,31.5638
D2342315,0.29922,0.30004,0.29898,0.30004,443.9497
D2342330,0.30032,0.3013,0.30032,0.3013,99.8414
D2342345,0.30154,0.30187,0.30108,0.30145,1684.5915
D2350000,0.30182,0.30458,0.30182,0.3036,30544.4445
D2350015,0.30367,0.30421,0.30367,0.3042,3022.0721
D2350030,0.30446,0.30448,0.30322,0.30404,2215.8359
D2350045,0.30359,0.3037,0.30307,0.30352,12354.6158
D2350100,0.30286,0.30403,0.30255,0.30353,5490.4329
D2350115,0.3032,0.30369,0.30302,0.30369,2362.9459
D2350130,0.30371,0.30371,0.3005,0.30097,7202.942
D2350145,0.30123,0.30158,0.30097,0.30149,2792.9227
D2350200,0.30134,0.30134,0.29988,0.3001,1395.9674
D2350215,0.29983,0.29983,0.2983,0.2983,937.8725
D2350230,0.2988,0.29977,0.2986,0.2986,2054.0591
D2350245,0.29868,0.29885,0.29738,0.29738,2501.9014
D2350300,0.2973,0.29922,0.29703,0.29922,2560.6591
D2350315,0.2991,0.29921,0.2984,0.2984,1179.1902
D2350330,0.29879,0.29884,0.29833,0.29884,3945.9707
D2350345,0.29926,0.29948,0.29903,0.29948,3455.5929
D2350400,0.29927,0.29965,0.29902,0.29965,1103.9114
D2350415,0.29977,0.3009,0.29977,0.3009,2367.6053
D2350430,0.3009,0.30125,0.29977,0.29994,711.5492
D2350445,0.3001,0.3001,0.29992,0.29992,30.7751
D2350500,0.3002,0.30133,0.30012,0.30116,814.6454
D2350515,0.30108,0.30177,0.30068,0.30077,2893.3136
D2350530,0.30152,0.30164,0.30141,0.30164,1031.8363
D2350545,0.30164,0.30166,0.30095,0.30141,5155.5466
D2350600,0.30122,0.30122,0.30031,0.30031,314.1276
D2350615,0.30138,0.30138,0.3008,0.30122,1087.1556
D2350630,0.30123,0.30209,0.30092,0.3018,2268.5943
D2350645,0.30178,0.30193,0.30082,0.30101,1561.1127
D2350700,0.30072,0.30072,0.2985,0.29908,6570.3465
D2350715,0.29931,0.30099,0.29897,0.30099,3533.8772
D2350730,0.30088,0.30253,0.30088,0.30205,5432.5333
D2350745,0.30194,0.30274,0.30184,0.30186,3788.393
D2350800,0.30117,0.30117,0.30048,0.3006,2538.0221
D2350815,0.30099,0.30099,0.29963,0.30037,1657.0227
D2350830,0.30047,0.30047,0.29853,0.29895,7052.0812
D2350845,0.29931,0.2998,0.2992,0.29929,349.8957
D2350900,0.29933,0.29994,0.29877,0.2996,862.1655
D2350915,0.29988,0.30116,0.29988,0.30112,8970.4438
D2350930,0.3013,0.30163,0.30072,0.30163,7364.7422
D2350945,0.30082,0.30154,0.30082,0.30153,2077.2237
D2351000,0.30151,0.30151,0.30091,0.30096,2090.8767
D2351015,0.30092,0.30127,0.30059,0.30127,2507.94
D2351030,0.30141,0.3025,0.30121,0.3025,12152.514
D2351045,0.30209,0.30326,0.3018,0.30299,7033.8693
D2351100,0.30345,0.30394,0.30318,0.30342,1759.3664
D2351115,0.30364,0.30545,0.30364,0.30545,9915.8316
D2351130,0.30554,0.30637,0.30479,0.30628,7944.1482
D2351145,0.30613,0.30631,0.30525,0.30544,8637.1853
D2351200,0.3058,0.30698,0.3058,0.30661,4943.5295
D2351215,0.307,0.30872,0.307,0.30749,12391.5357
D2351230,0.30775,0.30963,0.30775,0.30923,3115.3292
D2351245,0.30967,0.3112,0.30958,0.3112,19804.4136
D2351300,0.31117,0.31117,0.30819,0.30884,17842.5211
D2351315,0.30867,0.30928,0.30707,0.30766,5071.7817
D2351330,0.30731,0.30849,0.30696,0.30838,6708.8815
D2351345,0.30898,0.3102,0.30898,0.30985,3668.9342
D2351400,0.31011,0.31105,0.31011,0.3104,4809.2264
D2351415,0.3103,0.3115,0.3095,0.31143,1272.5868
D2351430,0.31171,0.3126,0.30882,0.30882,6888.4686
D2351445,0.3096,0.3096,0.30676,0.30732,4003.0688
D2351500,0.30729,0.30984,0.30672,0.30748,3523.6031
D2351515,0.30742,0.31091,0.30652,0.31036,4024.4614
D2351530,0.31087,0.31169,0.30969,0.31033,3247.2418
D2351545,0.30959,0.30959,0.30776,0.3095,3887.6023
D2351600,0.30946,0.3113,0.30946,0.31074,3699.7712
D2351615,0.31028,0.31197,0.31028,0.31174,774.4549
D2351630,0.31204,0.31216,0.3065,0.3065,10707.7041
D2351645,0.30653,0.30987,0.30631,0.30751,10178.9043
D2351700,0.30751,0.3082,0.30371,0.3047,10332.49
D2351715,0.30471,0.30599,0.3036,0.30478,3784.7835
D2351730,0.30414,0.30652,0.30414,0.30645,2795.8834
D2351745,0.3067,0.30746,0.30544,0.30676,1876.3973
D2351800,0.30706,0.30747,0.30688,0.3072,675.4837
D2351815,0.30727,0.30818,0.30727,0.30808,255.0553
D2351830,0.30764,0.30984,0.30764,0.30936,2309.2042
D2351845,0.30911,0.31004,0.30907,0.3095,1438.0252
D2351900,0.30963,0.31103,0.30942,0.31077,4138.4835
D2351915,0.31108,0.31175,0.31078,0.31175,826.72
D2351930,0.31149,0.31179,0.3109,0.31137,3023.2067
D2351945,0.31137,0.31254,0.31132,0.31132,27163.3414
D2352000,0.3112,0.31185,0.31118,0.31118,5214.7518
D2352015,0.31118,0.3119,0.30914,0.30914,8784.915
D2352030,0.30906,0.30993,0.3087,0.30925,2351.3703
D2352045,0.3087,0.30984,0.30818,0.30982,1178.0841
D2352100,0.30967,0.3102,0.30931,0.30931,61.1055
D2352115,0.30818,0.30871,0.30787,0.30833,2590.319
D2352130,0.30867,0.31035,0.30867,0.31024,2902.1817
D2352145,0.31,0.31,0.30946,0.30976,182.7298
D2352200,0.31037,0.31212,0.31037,0.3116,10186.5234
D2352215,0.31138,0.31294,0.31138,0.31236,3256.3095
D2352230,0.31284,0.313,0.31188,0.31188,3657.034
D2352245,0.31136,0.31157,0.3113,0.31157,213.4058
D2352300,0.31177,0.31177,0.31115,0.31127,545.6252
D2352315,0.31127,0.31177,0.31127,0.31177,53.8589
D2352330,0.31177,0.31177,0.31177,0.31177,0.0
D2352345,0.31204,0.31214,0.31204,0.31214,640.5913
D2360000,0.31177,0.31331,0.31177,0.31289,6964.1076
D2360015,0.31253,0.31275,0.31253,0.31253,35.3353
D2360030,0.31254,0.31254,0.31117,0.31235,5025.3721
D2360045,0.31221,0.31221,0.3111,0.3111,418.1815
D2360100,0.31089,0.31155,0.31058,0.31147,1068.1586
D2360115,0.31115,0.31115,0.30924,0.30954,84918.1921
D2360130,0.30914,0.30952,0.30825,0.30869,6425.4135
D2360145,0.30877,0.30877,0.30764,0.30808,5381.0003
D2360200,0.30765,0.30842,0.30752,0.30757,3130.9108
D2360215,0.30782,0.30823,0.30714,0.30816,11994.5428
D2360230,0.30803,0.30837,0.30778,0.30778,2196.5729
D2360245,0.30864,0.30913,0.30864,0.30913,2320.6644
D2360300,0.30914,0.31003,0.30914,0.3096,39568.6941
D2360315,0.3092,0.3092,0.30835,0.30835,1347.6548
D2360330,0.30827,0.30843,0.30758,0.30785,8945.8607
D2360345,0.30774,0.30774,0.30664,0.30709,4092.1501
D2360400,0.30729,0.30811,0.30728,0.30811,226.8495
D2360415,0.30815,0.30872,0.3081,0.30862,4702.8111
D2360430,0.30862,0.30916,0.30833,0.30916,18048.2458
D2360445,0.30901,0.30901,0.30845,0.3085,6548.3727
D2360500,0.30876,0.30983,0.30869,0.30983,3229.9252
D2360515,0.30984,0.31168,0.30984,0.31086,10788.0941
D2360530,0.31022,0.31242,0.31022,0.31242,2913.3193
D2360545,0.31255,0.3126,0.31177,0.3126,244.7404
D2360600,0.31282,0.31472,0.31282,0.31443,5336.2918
D2360615,0.31442,0.31454,0.31362,0.31438,10754.6563
D2360630,0.31395,0.31401,0.31228,0.31246,4633.0036
D2360645,0.31222,0.31361,0.31222,0.31313,2185.1781
D2360700,0.31265,0.31265,0.31134,0.31204,8521.1724
D2360715,0.31265,0.31274,0.31192,0.31192,3541.3274
D2360730,0.31192,0.31219,0.31059,0.31069,7487.2976
D2360745,0.31148,0.31207,0.31148,0.31207,1101.3994
D2360800,0.31181,0.31193,0.3109,0.31136,3735.6718
D2360815,0.31151,0.31267,0.31151,0.31267,3720.2451
D2360830,0.31291,0.31366,0.31291,0.31295,11521.2985
D2360845,0.31346,0.31346,0.31165,0.31228,9839.6224
D2360900,0.313,0.3134,0.313,0.31322,4617.5806
D2360915,0.31349,0.31376,0.31197,0.31197,6708.7133
D2360930,0.31284,0.31366,0.31235,0.31235,9930.4334
D2360945,0.31261,0.31309,0.31257,0.31261,682.5191
D2361000,0.31244,0.31367,0.31244,0.31367,481.7276
D2361015,0.31332,0.3134,0.31316,0.31323,2057.697
D2361030,0.313,0.31384,0.31252,0.3138,8066.4055
D2361045,0.314,0.316,0.314,0.31518,16971.045
D2361100,0.3154,0.31562,0.31521,0.31546,178.9784
D2361115,0.31565,0.31565,0.31565,0.31565,45.2577
D2361130,0.31571,0.316,0.31522,0.31522,1353.8103
D2361145,0.31542,0.31629,0.3149,0.31629,11867.7606
D2361200,0.3164,0.31698,0.31595,0.31622,2731.2016
D2361215,0.31604,0.31753,0.31541,0.31737,16056.8025
D2361230,0.31755,0.31858,0.3161,0.31858,31129.5436
D2361245,0.31838,0.31838,0.31684,0.317,7626.3603
D2361300,0.31662,0.31728,0.31658,0.31662,2247.5033
D2361315,0.31648,0.31648,0.31579,0.31612,6309.0555
D2361330,0.31625,0.31673,0.31538,0.31639,4882.4613
D2361345,0.31594,0.31686,0.31588,0.31588,1157.9561
D2361400,0.31591,0.31596,0.31396,0.31422,2975.3665
D2361415,0.31402,0.31458,0.3133,0.31458,5007.3637
D2361430,0.31397,0.31408,0.31143,0.31143,5328.0024
D2361445,0.31181,0.31323,0.31181,0.31317,2927.0632
D2361500,0.31246,0.31247,0.31143,0.31184,1461.0206
D2361515,0.3122,0.31342,0.3122,0.31325,714.9948
D2361530,0.31367,0.3144,0.31367,0.3143,7546.2356
D2361545,0.31429,0.31466,0.31377,0.3145,6657.5221
D2361600,0.31473,0.31475,0.31368,0.31406,3985.7706
D2361615,0.31376,0.31376,0.31252,0.31324,962.7018
D2361630,0.31346,0.31371,0.31243,0.31243,765.4392
D2361645,0.31292,0.31292,0.31282,0.31284,1466.3479
D2361700,0.31262,0.31262,0.30967,0.30967,3714.71
D2361715,0.30955,0.3125,0.30851,0.3124,6373.9234
D2361730,0.31198,0.31221,0.31127,0.31153,2503.4217
D2361745,0.3118,0.31244,0.31177,0.31234,2462.4497
D2361800,0.31245,0.31293,0.31245,0.31293,1607.8623
D2361815,0.31306,0.31408,0.31306,0.31384,1746.3427
D2361830,0.31414,0.31451,0.31398,0.31451,3329.3745
D2361845,0.31475,0.31541,0.31363,0.31412,16870.6781
D2361900,0.31409,0.31645,0.31409,0.31511,5106.3529
D2361915,0.31487,0.31546,0.31422,0.31508,2115.9572
D2361930,0.3146,0.31528,0.3133,0.31346,2005.0166
D2361945,0.31358,0.31384,0.31329,0.31329,981.9413
D2362000,0.31328,0.31328,0.31291,0.31293,356.6069
D2362015,0.31409,0.31506,0.31409,0.31506,584.6458
D2362030,0.31514,0.31521,0.3148,0.31504,1430.6575
